名称,销售量,销售额,商品单价,是否促销
蔬果,0.734,11.67,15.9,否
蔬果,1.116,13.37,11.98,否
蔬果,0.244,2.38,3.96,否
蔬果,0.398,0.59,1.48,否
日配,5,45,9.8,是
休闲,0.212,4.2,19.8,否
日配,1,2.8,2.8,否
蔬果,0.586,1.85,3.16,否
家居,1,6,6,否
肉禽,0.496,12.8,25.8,否
蔬果,0.657,1.68,2.56,否
蔬果,0.684,4.49,6.56,否
肉禽,0.302,12.62,41.8,否
休闲,1,4.2,4.2,否
酒饮,6,9.9,2,是
蔬果,0.5,1.28,2.56,否
蔬果,0.594,1.53,2.58,否
蔬果,0.342,2.24,6.56,否
蔬果,1.186,6.88,5.8,否
休闲,0.174,2.71,15.6,否
休闲,1,4.5,5.5,是
蔬果,0.314,6.28,20,否
酒饮,2,20.6,10.3,否
粮油,1,1.7,1.7,否
水产,0.466,13.98,30,否
蔬果,2,4,2,否
蔬果,0.296,1.65,5.56,否
酒饮,1,6.3,6.3,否
熟食,0.16,3.2,20,否
日配,1,14.3,14.3,否
粮油,1,8.5,8.5,否
蔬果,0.55,2.18,3.96,否
粮油,1,8.9,8.9,否
日配,1,11,11,否
家居,1,7,7,否
冲调,1,11.7,11.7,否
休闲,0.252,15.07,59.8,否
蔬果,0.345,0.89,2.58,否
蔬果,0.262,2.52,9.6,否
针织,1,20,20,否
蔬果,0.098,1.18,12,否
休闲,0.374,8.9,23.8,否
粮油,1,2.7,2.7,否
粮油,1,7.3,7.3,否
冲调,1,40.9,40.9,否
酒饮,6,17.4,2.9,否
蔬果,0.562,2.14,3.8,否
日配,1,11.9,14.9,是
蔬果,0.32,1.2,4,否
日配,1,31.7,31.7,否
蔬果,0.702,1.81,2.58,否
粮油,1,6.7,6.7,否
粮油,1,5.9,5.9,否
蔬果,0.544,1.4,2.58,否
蔬果,0.359,2.36,6.56,否
休闲,2,4.6,2.3,否
休闲,1,12.9,12.9,否
家居,1,13,13,否
日配,0.89,6.03,6.78,否
蔬果,0.548,15.23,27.8,否
日配,1.672,11.34,6.78,否
蔬果,0.788,1.54,1.96,否
休闲,1,7.3,7.3,否
洗化,1,6.9,6.9,否
蔬果,0.502,2.91,5.8,否
粮油,1,1.5,1.5,否
粮油,2,1,0.5,否
休闲,0.192,3.8,27.8,是
休闲,1,6.7,6.7,否
蔬果,1.068,2.76,2.58,否
休闲,1,2.7,2.7,否
水产,0.364,10.92,30,否
休闲,0.114,4.99,51.6,是
蔬果,0.366,3.51,9.6,否
休闲,0.378,7.48,19.8,否
日配,1,9.9,15.5,是
蔬果,0.322,3.09,9.6,否
蔬果,1,5.8,5.8,否
日配,0.758,5.14,6.78,否
粮油,1,8.5,8.5,否
蔬果,0.808,1.58,1.96,否
蔬果,2,20,10,否
蔬果,0.339,1.9,5.6,否
洗化,1,11.9,15.5,是
蔬果,0.674,4.03,3.96,否
休闲,1,4.7,4.7,否
蔬果,0.472,12.18,25.8,否
蔬果,0.232,1.52,6.56,否
蔬果,0.348,5.57,16,否
蔬果,0.116,0.58,4.98,否
蔬果,0.4,1.6,4,否
日配,1,9.7,9.7,否
洗化,1,4.9,4.9,否
蔬果,0.293,1.64,5.6,否
蔬果,0.298,5.36,18,否
休闲,0.248,10.8,51.6,是
休闲,1,11.9,11.9,否
熟食,2,2,1,否
蔬果,0.98,17.25,17.6,否
蔬果,0.292,1.69,5.8,否
蔬果,0.62,6.18,17.6,否
蔬果,0.826,46.26,56,否
蔬果,0.07,0.84,12,否
蔬果,0.316,2.46,7.8,否
粮油,1,6.9,6.9,否
蔬果,0.261,0.52,1.98,否
日配,0.808,6.87,8.5,否
肉禽,0.23,6.85,29.8,否
日配,1,13.3,13.3,否
休闲,1,4.9,4.9,否
蔬果,0.48,1.23,2.56,否
粮油,1,25.9,25.9,否
酒饮,6,15,2.5,否
休闲,1,10.9,14.9,是
熟食,4,2,0.5,否
蔬果,0.894,5.33,5.96,否
日配,0.768,5.21,6.78,否
蔬果,0.377,0.75,1.98,否
蔬果,0.564,9.48,16.8,否
蔬果,0.432,2.51,5.8,否
日配,0.816,5.53,6.78,否
休闲,0.444,6.93,15.6,否
休闲,1,7.9,7.9,否
休闲,1,4.3,4.3,否
粮油,1,17.3,17.3,否
日配,1,11.9,14.9,是
肉禽,0.3,8.94,29.8,否
酒饮,1,4,4,否
日配,1,4.9,5.5,是
蔬果,0.404,2.02,5,否
蔬果,0.138,1.24,9,否
休闲,0.188,8.5,45.6,否
蔬果,1.558,2.8,1.8,否
蔬果,0.358,0.92,2.56,否
蔬果,0.158,1.52,9.6,否
休闲,1,16.9,16.9,否
蔬果,0.112,0.67,5.98,否
蔬果,0.074,0.44,5.98,否
蔬果,1.778,10.6,5.96,否
日配,1,31.7,31.7,否
休闲,1,5.9,7.9,是
休闲,1,4.9,4.9,否
日配,2.836,19.23,6.78,否
日配,1,10.8,14.9,是
日配,2.286,15.5,6.78,否
日配,1,15.7,15.7,否
蔬果,0.642,2.81,1.6,否
日配,2,4.6,2.3,否
洗化,1,32.9,32.9,否
蔬果,0.366,2.4,6.56,否
粮油,3,1.5,0.5,否
蔬果,0.432,4.15,9.6,否
日配,1,3.5,3.5,否
休闲,1,4.3,4.3,否
休闲,6,23.4,3.9,否
粮油,1,8.5,8.5,否
休闲,0.256,10.14,39.6,否
蔬果,3.062,30.5,9.96,否
休闲,1,4.5,4.5,否
酒饮,1,9.9,12.3,是
肉禽,0.346,12.39,35.8,否
日配,1.551,10.52,6.78,否
粮油,1,4.9,6.3,是
休闲,-2,-59.8,29.9,否
休闲,1,3,3,否
蔬果,1.006,3.98,3.96,否
日配,1,5.3,5.3,否
酒饮,1,3,3,否
洗化,1,16.9,19.9,是
日配,1,2.3,2.3,否
蔬果,0.36,4.32,12,否
休闲,3,12.9,4.3,否
蔬果,0.75,23.85,31.8,否
文体,1,3,3,否
休闲,1,4.7,4.7,否
洗化,1,16.9,16.9,否
酒饮,1,2.5,4,是
蔬果,0.184,1.02,5.56,否
粮油,1,3.9,3.9,否
休闲,1,2.3,2.3,否
蔬果,0.21,2.02,9.6,否
蔬果,0.184,1.77,9.6,否
蔬果,1,2,2,否
休闲,1,2.9,2.9,否
家电,1,4.5,4.5,否
日配,1,11.9,11.9,否
休闲,1,2.8,2.8,否
洗化,1,5.9,7.9,是
蔬果,2.086,66.33,31.8,否
日配,1,4.9,4.9,否
日配,1,11.9,14.9,是
熟食,0.658,3.95,6,否
休闲,1,4.5,4.5,否
蔬果,0.26,2.02,7.76,否
蔬果,0.298,1.79,6,否
蔬果,0.448,0.9,30,否
日配,1,11.9,11.9,否
熟食,0.614,12.28,20,否
休闲,1,1.9,3.5,是
休闲,1,11.9,14.3,是
粮油,1,11.9,11.9,否
酒饮,10,120,12,否
粮油,1,9.9,23.3,是
肉禽,0.312,6.12,19.6,否
日配,20,40,2,否
休闲,0.118,3.04,35.8,是
休闲,1,9.3,10.9,是
蔬果,0.826,57.82,70,否
洗化,1,6.7,6.7,否
洗化,1,16.9,16.9,否
休闲,0.19,6.42,51.6,是
蔬果,1.022,6.09,5.96,否
粮油,1,6.8,6.8,否
蔬果,0.378,3.63,9.6,否
蔬果,0.492,2.46,5,否
针织,1,8,8,否
日配,1.208,8.19,6.78,否
日配,1,78,78,否
洗化,1,4.9,4.9,否
蔬果,1.946,26.47,13.6,否
蔬果,0.162,0.97,5.98,否
蔬果,0.518,9.12,17.6,否
蔬果,0.72,8.63,11.98,否
休闲,1,4.9,4.9,否
休闲,0.082,3.25,39.6,否
休闲,1,4.9,5.3,是
蔬果,0.568,2.84,5,否
熟食,0.55,11,20,否
蔬果,2.378,15.6,6.56,否
蔬果,1.71,20.49,11.98,否
日配,1,8.9,8.9,否
日配,1,3.5,3.5,否
日配,1,1.8,1.8,否
蔬果,0.246,2.21,9,否
蔬果,0.848,1.68,1.98,否
休闲,1,18.9,18.9,否
洗化,1,16.5,19.9,是
休闲,1,2.3,2.3,否
蔬果,0.537,2.04,3.8,否
休闲,1,1,1,否
日配,1,11,11,否
蔬果,0.414,0.82,1.98,否
洗化,1,8.9,8.9,否
日配,1,4.9,5.5,是
休闲,1,4.5,4.5,否
蔬果,0.454,1.8,3.96,否
蔬果,0.66,1.69,2.56,否
洗化,1,5.9,8,是
日配,1,4.2,4.2,否
蔬果,1.133,4.5,5.96,否
蔬果,1.434,8.55,5.96,否
洗化,1,9.9,9.9,否
粮油,1,8.5,8.5,否
蔬果,0.424,1.34,3.16,否
休闲,0.214,5.52,35.8,是
休闲,0.236,5.66,24,否
日配,4,10.8,2.7,否
粮油,1,7.9,7.9,否
蔬果,0.802,10.91,13.6,否
休闲,1,3.5,3.5,否
酒饮,1,3.8,3.8,否
酒饮,1,9.9,12.3,是
酒饮,1,2.7,2.7,否
粮油,1,1,1,否
粮油,1,1,1,否
蔬果,3,4.5,1.5,否
休闲,0.222,15.76,71,否
熟食,0.632,3.79,6,否
蔬果,0.142,0.21,1.48,否
休闲,1,3.5,3.5,否
休闲,4,4,1,否
休闲,2,2.6,1.3,否
休闲,1,5.9,5.9,否
休闲,1,2.9,3.9,是
休闲,1,3.5,3.5,否
蔬果,0.28,1.95,6.96,否
粮油,1,10.9,14.7,是
休闲,1,4.3,4.3,否
蔬果,0.518,2.59,5,否
洗化,1,7.9,7.9,否
蔬果,0.313,2.38,7.6,否
蔬果,1.046,2.7,2.58,否
蔬果,0.344,5.5,16,否
蔬果,0.74,8.87,11.98,否
洗化,1,2.9,2.9,否
日配,1,11,11,否
蔬果,0.51,1.31,2.56,否
日配,1.178,23.32,19.8,否
蔬果,0.26,1.71,6.56,否
洗化,1,6.9,9.7,是
酒饮,1,8.7,8.7,否
蔬果,0.2,1.59,7.96,否
休闲,1,2.9,4.9,是
蔬果,0.234,2.25,9.6,否
日配,1,2.5,3,是
日配,1,11.9,11.9,否
日配,1,8.9,12.9,是
粮油,1,5.7,5.7,否
蔬果,0.454,0.9,1.98,否
休闲,1,5.9,5.9,否
蔬果,0.414,8.28,20,否
酒饮,1,25.3,25.3,否
蔬果,4,40,10,否
休闲,1,8.9,8.9,否
蔬果,1.986,3.93,1.98,否
日配,1,8.9,12.9,是
粮油,1,3.8,3.8,否
蔬果,0.209,3.76,18,否
日配,0.188,6.13,32.6,否
休闲,1,3.7,3.7,否
日配,2,29.8,14.9,否
休闲,1,9.3,10.9,是
文体,1,1.5,1.5,否
休闲,0.048,3.35,69.8,否
蔬果,0.542,4.31,7.96,否
家居,1,2.9,2.9,否
日配,1,13.3,13.3,否
休闲,1,4.3,4.3,否
休闲,2,59.8,29.9,否
蔬果,0.776,9.4,9.96,否
洗化,1,5.9,7.9,是
休闲,1,10.9,10.9,否
酒饮,1,4,4,否
蔬果,0.834,14.85,17.8,否
蔬果,1.314,8.62,6.56,否
休闲,0.3,4.13,19.6,是
休闲,1,39.8,39.8,否
粮油,1,1.7,1.7,否
蔬果,1.012,12.12,11.98,否
休闲,1,2.3,2.3,否
休闲,1,5.9,5.9,否
休闲,1,6.5,6.5,否
粮油,1,9.9,23.3,是
蔬果,0.181,1.01,5.56,否
蔬果,0.468,4.67,17.6,否
日配,1,6.6,6.6,否
蔬果,0.347,2.01,5.8,否
休闲,1,9.9,9.9,否
蔬果,0.34,3.4,10,否
休闲,2,17,8.5,否
休闲,1,4,4,否
休闲,1,3.5,3.5,否
休闲,0.308,12.26,39.8,否
日配,1,6.6,8.3,是
日配,6,40.2,6.7,否
蔬果,0.36,8.28,23,否
休闲,1,3.3,4,是
休闲,1,3.2,3.2,否
日配,1,10.7,10.7,否
休闲,1,9.9,9.9,否
休闲,0.254,8.51,51.6,是
蔬果,0.36,9.29,25.8,否
休闲,1,5.9,5.9,否
休闲,1,1,1,否
蔬果,1.266,7.55,5.96,否
休闲,0.17,2.21,19.8,是
蔬果,0.354,4.24,11.98,否
粮油,1,20.3,20.3,否
针织,1,7.5,7.5,否
休闲,1,12,12,否
休闲,1,6.3,6.3,否
粮油,1,3.5,3.9,否
蔬果,0.928,1.86,2,否
蔬果,3.066,61.32,20,否
日配,1,8.9,12.9,是
休闲,0.438,11.3,39.6,是
蔬果,0.416,0.82,1.98,否
洗化,1,9.9,8.9,是
粮油,1,16.3,16.3,否
日配,1,3.5,3.5,否
粮油,0.142,3.07,21.6,否
蔬果,0.594,13.66,23,否
粮油,1.852,25.56,13.8,否
日配,1,12,12,否
休闲,1,10.9,10.9,否
日配,1.626,11.02,6.78,否
休闲,1,5.5,5.5,否
日配,1,8.9,8.9,否
文体,1,4.3,4.3,否
休闲,1,5.2,5.2,否
休闲,7,7.7,1.1,否
蔬果,1.184,7.06,5.96,否
蔬果,0.349,4.19,12,否
肉禽,0.374,7.33,19.6,否
蔬果,0.432,5.18,11.98,否
蔬果,0.676,15.55,23,否
蔬果,0.38,6.08,16,否
休闲,1,5.9,5.9,否
蔬果,0.314,3.01,9.6,否
蔬果,1.897,11.31,5.96,否
蔬果,0.336,5.38,16,否
日配,1,5.3,5.3,否
蔬果,0.379,2.58,7.8,否
蔬果,1.076,21.52,20,否
蔬果,1.204,9.61,7.98,否
休闲,0.298,7.11,24,否
粮油,1,14,14,否
蔬果,0.74,8.87,11.98,否
日配,6,12,2,否
蔬果,0.312,2.37,7.6,否
蔬果,0.354,3.4,9.6,否
日配,1,9.2,9.7,否
粮油,4,2,0.5,否
休闲,1,4.7,4.7,否
蔬果,0.38,2.96,7.8,否
粮油,1,69.9,75.9,是
酒饮,1,9.9,11.9,是
酒饮,1,9.8,9.8,否
休闲,1,8.5,8.5,否
休闲,1,5.3,5.3,否
休闲,3,5.7,3.5,是
蔬果,0.864,19.87,23,否
粮油,1,3.8,3.8,否
粮油,1,4.5,5.9,是
洗化,1,5.9,5.9,否
洗化,3,8.7,3.9,是
休闲,1,6.9,9.5,是
熟食,0.36,20.16,56,否
洗化,2,19.8,9.9,否
蔬果,0.897,5.88,6.56,否
蔬果,0.386,3.86,10,否
休闲,1,9.7,10.9,是
蔬果,0.304,1.99,6.56,否
肉禽,0.252,7.01,27.8,否
蔬果,0.554,3.1,5.6,否
蔬果,0.595,3.9,6.56,否
休闲,1,5.7,5.7,否
休闲,1,3,3,否
蔬果,1.344,4.27,3.18,否
蔬果,0.278,2.67,9.6,否
家居,1,22.9,22.9,否
蔬果,1.886,3.7,1.96,否
休闲,1,6.9,6.9,否
蔬果,0.696,1.38,1.98,否
肉禽,0.348,10.37,29.8,否
休闲,1,6.7,6.7,否
休闲,1,8.3,8.3,否
日配,12,49,5.5,是
蔬果,1.106,33.18,30,否
粮油,1,5.7,5.7,否
洗化,1,11.9,15.5,是
日配,1,3.5,3.5,否
蔬果,0.192,1.07,5.56,否
熟食,0.336,9.41,28,否
水产,0.678,20.34,30,否
日配,1,17.9,17.9,否
休闲,1,2.8,2.8,否
洗化,1,7.9,7.9,否
蔬果,0.724,8.67,11.98,否
洗化,1,3.9,3.9,否
日配,1,69,76,是
蔬果,0.392,2.27,5.8,否
针织,1,3.9,3.9,否
蔬果,0.662,1.69,2.56,否
蔬果,0.464,4.63,17.6,否
休闲,1,2.9,3.9,是
粮油,1,6.9,6.9,否
粮油,1,4.3,4.3,否
日配,6,40.2,6.7,否
休闲,0.342,4.7,19.6,是
蔬果,0.287,1.66,5.8,否
蔬果,0.28,2.79,9.96,否
蔬果,0.536,9.54,17.8,否
蔬果,2,3,1.5,否
日配,0.782,13.92,17.8,否
休闲,1,1.5,1.5,否
文体,-1,-1.5,1.5,否
蔬果,0.112,0.9,3.56,否
休闲,0.59,8.8,19,是
蔬果,0.336,2.2,6.56,否
粮油,1,9.9,9.9,否
粮油,1,5.7,5.7,否
休闲,1,7.9,11.3,是
蔬果,0.43,0.64,1.48,否
蔬果,0.516,4.44,8.6,否
蔬果,0.584,11.56,19.8,否
日配,2,5.4,2.7,否
针织,1,13.9,18,是
休闲,0.342,17.03,49.8,否
粮油,1,7.7,7.7,否
蔬果,0.708,4.64,6.56,否
酒饮,1,2.9,2.9,否
蔬果,0.372,2.07,5.56,否
蔬果,0.694,11.1,16,否
洗化,1,26.9,26.9,否
肉禽,0.438,8.32,19,否
休闲,1,10.9,14.9,是
日配,1,7.9,10.3,是
肉禽,0.568,13.06,23,否
粮油,1,2.7,2.7,否
蔬果,0.328,3.27,9.96,否
肉禽,0.26,6.71,25.8,否
休闲,1,4.3,4.3,否
冲调,1,39.9,39.9,否
休闲,1,9.3,10.9,是
休闲,1,3.3,3.3,否
蔬果,1.858,3.72,2,否
针织,1,8,8,否
针织,1,6.9,6.9,否
日配,1,11.9,11.9,否
蔬果,0.352,2.04,5.8,否
蔬果,0.766,17.62,23,否
日配,1,2.5,3.5,是
蔬果,0.788,4.7,5.96,否
肉禽,0.25,6.95,27.8,否
蔬果,2,20,10,否
休闲,1,2.5,2.5,否
蔬果,0.624,6.22,9.96,否
休闲,1,15.9,15.9,否
洗化,1,12.9,17.7,是
蔬果,1.274,7.59,5.96,否
日配,1,9.9,14.9,是
蔬果,0.527,8.85,16.8,否
蔬果,0.337,5.66,16.8,否
休闲,1,3.9,3.9,否
日配,1,11.9,11.9,否
粮油,0.352,2.1,6.8,是
粮油,1,8.5,8.5,否
酒饮,1,21.7,21.7,否
酒饮,1,19.3,19.3,否
粮油,1,2.8,2.8,否
蔬果,1,2.7,30,否
蔬果,0.252,4.54,18,否
日配,1,1.2,1.7,是
休闲,0.308,6.03,25,是
休闲,1,5.3,5.3,否
酒饮,1,15.9,15.9,否
休闲,0.396,10.2,39.6,是
日配,1,3.9,6,是
洗化,1,8.9,13.9,是
休闲,1,4.3,4.3,否
针织,1,25,25,否
粮油,0.414,6.54,15.8,否
粮油,2,1,0.5,否
蔬果,0.356,2.34,6.56,否
蔬果,0.454,14.44,31.8,否
蔬果,0.712,22.64,31.8,否
蔬果,0.802,4.78,5.96,否
洗化,1,14.9,14.9,否
蔬果,2.092,12.47,5.96,否
蔬果,0.692,6.89,9.96,否
日配,1,4.2,4.2,否
日配,0.772,5.23,6.78,否
休闲,0.336,6.65,25,是
蔬果,0.686,1.36,1.98,否
蔬果,0.41,0.81,1.98,否
洗化,1,17.9,19.9,是
休闲,1,2.3,2.9,是
蔬果,0.26,2.5,9.6,否
粮油,1,14.7,14.7,否
蔬果,0.286,1.02,3.56,否
休闲,1,4.7,4.7,否
蔬果,1.279,15.32,11.98,否
休闲,0.192,2.43,19.8,是
文体,1,3.7,3.7,否
蔬果,2.025,12.07,5.96,否
蔬果,0.551,3.61,6.56,否
休闲,1,6.9,6.9,否
休闲,1,3.8,3.8,否
洗化,1,8.9,13.9,是
休闲,1,29.9,29.9,否
蔬果,4.058,24.27,5.98,否
日配,3,7.2,2.4,否
熟食,0.001,0.02,20,否
日配,1.002,19.84,19.8,否
日配,1,5.5,5.5,否
蔬果,0.506,3.04,6,否
冲调,1,19.9,30.7,是
休闲,0.182,6.1,51.6,是
粮油,1,8.5,8.5,否
蔬果,0.331,2.63,7.96,否
蔬果,1,1.5,1.5,否
蔬果,0.842,1.65,1.96,否
蔬果,0.516,11.87,23,否
日配,1,4.2,4.2,否
休闲,1,3.3,4.7,是
休闲,3,5.7,3.5,是
粮油,1,9.9,11.9,是
洗化,1,1.7,1.7,否
休闲,1,1.9,3.5,是
休闲,0.314,10.6,51.6,是
冲调,1,4.9,4.9,否
日配,5,10.5,2.1,否
蔬果,0.382,2.14,5.6,否
休闲,11,75.9,6.9,否
蔬果,0.684,3.97,5.8,否
洗化,1,13.9,19.9,是
粮油,5,2.5,0.5,否
蔬果,0.248,3.46,96.9,否
洗化,1,4.9,4.9,否
休闲,1,5.7,5.7,否
蔬果,1,1.5,1.5,否
日配,1,3.9,4.9,是
蔬果,0.718,1.42,1.98,否
粮油,1,7.9,8.2,是
肉禽,0.546,10.7,19.6,否
洗化,1,5.8,6.9,是
洗化,1,4.9,4.9,否
酒饮,1,9.9,12.3,是
蔬果,0.203,4.06,20,否
蔬果,0.384,2.52,6.56,否
蔬果,0.62,5.95,9.6,否
粮油,1,4.3,4.3,否
洗化,1,5.9,5.9,否
蔬果,0.477,9.54,20,否
蔬果,0.744,8.91,11.98,否
蔬果,0.866,1.7,1.96,否
休闲,1,5.9,5.9,否
蔬果,0.098,1.18,12,否
休闲,0.95,11.2,19.8,是
蔬果,0.92,5.34,5.8,否
日配,1.528,10.36,6.78,否
日配,1,8.9,12.9,是
日配,1,6.8,8.3,是
休闲,1,5.7,5.7,否
粮油,1,7.9,8.2,是
家居,1,13,13,否
日配,1,13.9,13.9,否
休闲,1,3.9,5.3,是
肉禽,1.416,33.7,23.8,否
肉禽,0.234,6.97,29.8,否
熟食,0.518,3.11,6,否
蔬果,2.602,31.17,11.98,否
蔬果,0.69,8.27,11.98,否
酒饮,1,1.8,1.8,否
蔬果,0.306,5.51,18,否
日配,6,40.2,6.7,否
蔬果,0.585,1.99,2.56,否
粮油,1,25.9,25.9,否
酒饮,1,18.9,18.9,否
熟食,0.296,8.29,28,否
洗化,1,4.5,5.9,是
休闲,1,4.7,4.7,否
蔬果,0.234,1.86,7.96,否
蔬果,1.248,34.69,27.8,否
休闲,1,2.9,4.9,是
日配,4,11.2,2.8,否
粮油,1,3.8,3.8,否
日配,1,35,43.7,是
洗化,1,5.9,5.9,否
休闲,1,1.9,3.5,是
蔬果,0.138,0.49,3.56,否
休闲,0.268,6.43,24,否
蔬果,1.242,19.87,16,否
休闲,1,9.3,10.4,是
日配,1,17.3,17.3,否
日配,0.476,10.3,32.6,是
粮油,1,3.3,3.3,否
休闲,1,5.9,6.5,是
粮油,1,5.7,5.7,否
日配,1,10.8,14.9,是
洗化,1,11.5,15.9,是
粮油,1,16.9,22.9,是
日配,6,40.2,6.7,否
粮油,1,3.9,3.9,否
日配,1,13.8,13.8,否
日配,1,3.9,5,是
日配,1,19.7,19.7,否
家居,1,5.5,5.5,否
洗化,1,7.9,7.9,否
休闲,0.506,4.9,16.8,是
蔬果,0.261,1.46,5.6,否
粮油,1,4.2,4.3,否
蔬果,0.79,25.12,31.8,否
蔬果,0.424,0.66,6.56,否
熟食,0.495,2.97,6,否
蔬果,0.086,0.43,5,否
日配,1,8.9,12.9,是
粮油,1,4.2,4.2,否
蔬果,0.603,3.62,6,否
粮油,1,4.9,4.9,否
休闲,0.422,4.1,16.8,是
蔬果,0.222,4.44,20,否
粮油,1,0.5,0.5,否
肉禽,0.332,5.84,17.6,否
蔬果,0.651,3.78,5.8,否
洗化,1,9.5,9.5,否
粮油,1,3.8,3.8,否
休闲,1,6.3,6.3,否
日配,2,22,11,否
粮油,1,9.9,9.9,否
休闲,1,2.3,2.3,否
蔬果,2.966,82.45,27.8,否
日配,1,11.9,14.9,是
休闲,1,0.5,0.5,否
日配,6,40.2,6.7,否
洗化,1,4.9,6.7,是
休闲,1,3,3,否
休闲,1,1,1,否
蔬果,0.886,24.63,27.8,否
酒饮,2,6,3,否
日配,0.662,4.49,6.78,否
日配,1,12.3,16.9,是
蔬果,1.16,2.32,2,否
蔬果,0.788,4.57,5.8,否
粮油,1,2.8,2.8,否
粮油,1,2,2.7,是
蔬果,0.369,2.05,5.56,否
肉禽,0.182,3.6,19.8,否
休闲,0.294,2.83,16.8,是
休闲,4,15.6,3.9,否
蔬果,0.438,1.12,2.56,否
蔬果,0.656,1.29,1.96,否
休闲,1,9.9,9.9,否
休闲,1,3.5,3.5,否
肉禽,0.304,7.84,25.8,否
休闲,1,4.3,4.3,否
洗化,1,4.7,4.7,否
蔬果,0.164,1.57,9.6,否
日配,1,4.2,4.2,否
日配,1,6.9,6.9,否
休闲,1,4,4,否
日配,1,2.8,2.8,否
肉禽,0.624,17.35,27.8,否
蔬果,0.428,3.41,7.96,否
蔬果,0.352,1.25,3.56,否
休闲,0.45,6.2,19.6,是
休闲,1,1,1,否
洗化,1,9.9,11.7,是
日配,0.328,5.84,17.8,否
蔬果,0.6,1.2,2,否
休闲,0.184,2.5,19.6,是
洗化,1,16.9,16.9,否
蔬果,0.694,8.31,11.98,否
日配,6,40.2,6.7,否
洗化,1,3.9,3.9,否
洗化,1,5.3,5.3,否
熟食,0.95,19,20,否
蔬果,0.302,1.81,5.98,否
蔬果,0.204,0.73,3.56,否
蔬果,0.158,0.88,5.56,否
日配,24,60,3,是
粮油,4.414,24.63,5.58,否
休闲,1,8.5,8.5,否
休闲,1,1.5,1.5,否
肉禽,0.786,23.42,29.8,否
日配,1,2.9,4.3,是
蔬果,1.228,12.23,9.96,否
肉禽,0.622,18.54,29.8,否
粮油,1,25.9,25.9,否
蔬果,0.416,8.32,20,否
蔬果,0.856,10.25,11.98,否
日配,1,7.7,7.7,否
休闲,1,2.3,2.9,是
休闲,1,6.9,6.9,否
洗化,1,2.9,3.9,是
粮油,1,7.9,8.2,是
粮油,24,48,4.7,是
酒饮,4,19.6,4.9,否
休闲,1,11.5,11.5,否
蔬果,0.271,0.86,3.18,否
蔬果,0.334,1.94,5.8,否
蔬果,0.632,12.64,20,否
酒饮,1,2.5,2.5,否
蔬果,0.977,3.91,4,否
蔬果,1.083,5.07,6.56,否
肉禽,0.48,9.5,19.8,否
粮油,1,1.5,1.5,否
粮油,2,1,0.5,否
蔬果,1.096,9.6,4,否
日配,1,10.8,14.9,是
休闲,1,4.9,4.9,否
蔬果,0.612,12.12,19.8,否
休闲,1,4.5,5.5,是
休闲,1,12.9,12.9,否
蔬果,0.436,7.67,17.6,否
休闲,1,4.7,4.7,否
粮油,1,2,2,否
蔬果,0.106,1.27,12,否
蔬果,0.638,1.25,1.96,否
粮油,1,6.7,6.7,否
休闲,1,8.3,8.3,否
洗化,1,1.7,1.7,否
休闲,1,2.4,2.4,否
洗化,1,32.9,32.9,否
蔬果,1.02,32.44,31.8,否
洗化,1,5.9,5.9,否
粮油,1,6.8,6.8,否
粮油,1,2,4.5,是
洗化,1,11.5,15.9,是
休闲,1,1.9,2.3,是
休闲,1,2.3,2.9,是
洗化,1,8.9,13.9,是
休闲,0.202,3.95,25,是
酒饮,2,6,3,否
日配,16,34.8,2.7,是
粮油,1,1.3,1.3,否
粮油,1,16.9,22.9,是
休闲,3,20.7,6.9,否
肉禽,0.228,6.34,27.8,否
休闲,1,9.7,9.7,否
酒饮,1,4,4,否
熟食,0.683,4.1,6,否
洗化,1,11.9,14.5,是
蔬果,0.704,4.2,5.96,否
蔬果,2.028,12.09,5.96,否
蔬果,0.804,15.92,19.8,否
日配,1,13.9,18.9,是
蔬果,0.538,13.45,25,否
蔬果,0.382,11.92,31.2,否
粮油,1,6.8,6.8,否
蔬果,0.18,1.01,5.6,否
蔬果,0.431,9.91,23,否
日配,0.972,6.59,6.78,否
日配,0.724,15.7,32.6,是
蔬果,0.234,1.86,7.96,否
蔬果,1.026,2.63,2.56,否
休闲,1,4.3,4.7,否
休闲,3,8.7,3.9,是
休闲,1,17.5,17.5,否
蔬果,0.212,1.18,5.56,否
蔬果,0.262,2.25,8.6,否
休闲,1,6.9,6.9,否
休闲,1,10.9,10.9,否
休闲,1,17.9,17.9,否
蔬果,0.472,1.22,2.58,否
洗化,1,8,9.7,是
蔬果,0.834,4.84,5.8,否
蔬果,0.236,1.64,6.96,否
粮油,1,3.7,3.7,否
休闲,1,1.5,1.5,否
文体,1,2.3,2.3,否
洗化,1,11.9,11.9,否
蔬果,0.432,0.64,2.78,否
蔬果,0.441,1.13,2.56,否
蔬果,0.144,0.72,4.98,否
洗化,1,13.9,19.9,是
蔬果,0.152,0.85,5.56,否
粮油,1,10.9,14.7,是
休闲,0.418,10.73,33.8,是
肉禽,2,21.6,10.8,否
蔬果,1.318,7.86,5.96,否
粮油,1,7.7,7.7,否
蔬果,0.532,1.57,2.96,否
休闲,1,6.9,9.9,是
休闲,0.338,8.7,39.6,是
休闲,1,1,1,否
蔬果,0.494,4.74,9.6,否
洗化,1,25.9,32.9,是
